2018-03-18,2018-03-19,2018-03-18 20:26:26,GF,82.3
2018-01-14,2018-01-15,2018-01-14 10:31:02,CH,82.3
2018-01-14,2018-01-15,2018-01-13 13:44:01,GF,82.7
2017-12-22,2017-12-23,2017-12-17 20:07:01,CH,83.3
2017-12-25,2017-12-26,2017-12-21 18:29:02,CH,83.3
2017-12-26,2017-12-27,2017-12-11 03:02:02,CN,83.3
2017-12-26,2017-12-27,2017-12-23 13:45:02,ES,83.3
2017-12-24,2017-12-25,2017-12-23 19:00:02,ES,83.3
2018-01-07,2018-01-08,2018-01-05 02:01:02,KR,83.3
2018-01-26,2018-01-27,2018-01-26 13:21:01,CN,83.6
2018-04-23,2018-04-24,2018-04-19 11:30:02,BE,83.7
2018-04-23,2018-04-24,2018-04-19 11:30:02,BE,83.7
2018-02-11,2018-02-12,2018-02-07 14:26:02,CH,84.3
2018-01-26,2018-01-27,2018-01-26 01:08:03,SG,84.3
2018-02-03,2018-02-04,2018-02-03 17:01:02,DE,84.3
2018-03-25,2018-03-26,2018-03-24 12:07:03,SG,84.3
2018-02-11,2018-02-12,2018-02-09 15:49:02,CH,84.3
2017-12-15,2017-12-16,2017-12-11 23:01:02,CH,84.3
2018-03-25,2018-03-26,2018-03-25 22:26:02,CH,84.3
2018-01-14,2018-01-15,2018-01-09 21:26:02,JP,84.3
2018-04-22,2018-04-23,2018-04-22 11:35:11,GF,85
2018-01-27,2018-01-28,2018-01-26 17:20:28,AU,85
2018-02-23,2018-02-24,2018-02-22 18:12:02,CH,85.1
2018-01-14,2018-01-15,2018-01-15 07:17:43,GF,85.3
2018-03-30,2018-03-31,2018-03-30 09:46:02,DE,85.3
2018-01-01,2018-01-02,2018-01-01 07:55:55,CH,85.3
2018-03-29,2018-03-30,2018-03-30 00:25:55,CH,85.3
2018-05-06,2018-05-07,2018-04-30 21:31:02,GF,85.3
2018-03-31,2018-04-01,2018-03-29 15:43:02,CH,85.3
2018-02-18,2018-02-19,2018-02-18 11:38:02,ES,85.3
2018-04-07,2018-04-08,2018-04-07 07:55:23,CH,85.4
2018-03-02,2018-03-03,2018-03-02 12:49:02,CH,86.05
2018-04-07,2018-04-08,2018-04-01 22:12:01,CH,86.3
2018-01-05,2018-01-06,2018-01-05 10:43:02,CH,86.3
2018-03-31,2018-04-01,2018-03-10 00:25:02,CN,86.3
2018-04-07,2018-04-08,2018-04-07 10:39:02,CH,86.3
2018-01-06,2018-01-07,2018-01-05 15:49:02,CZ,86.3
2018-04-29,2018-04-30,2018-04-25 21:40:02,HK,86.3
2018-03-18,2018-03-19,2018-03-18 19:47:03,CH,86.3
2017-12-17,2017-12-18,2017-12-17 12:54:02,CH,86.3
2018-01-14,2018-01-15,2018-01-09 15:26:01,CH,86.5
2018-10-19,2018-10-20,2018-03-03 21:12:02,DE,87
2018-02-25,2018-02-26,2018-02-06 14:43:02,SG,87
2018-02-11,2018-02-12,2018-02-10 13:38:45,GF,87
2018-05-13,2018-05-14,2018-05-08 20:58:02,DE,87
2018-01-06,2018-01-07,2018-01-06 00:22:03,FR,87.3
2017-12-22,2017-12-23,2017-12-16 05:26:02,CA,87.3
2017-12-28,2017-12-29,2017-12-27 14:54:03,ES,87.3
2017-12-15,2017-12-16,2017-12-09 10:14:02,NULL,87.3
2017-12-15,2017-12-16,2017-12-11 04:41:02,CH,87.95
2018-01-21,2018-01-22,2018-01-17 09:10:02,AT,88
2018-04-21,2018-04-22,2018-04-21 22:13:02,CH,88
2018-03-25,2018-03-26,2018-03-25 13:15:02,GF,88.3
2018-01-13,2018-01-14,2018-01-12 16:05:02,CA,88.3
2018-04-22,2018-04-23,2018-04-21 18:10:03,CH,88.3
2018-04-29,2018-04-30,2018-04-09 13:14:03,GB,88.3
2017-12-28,2017-12-29,2017-12-28 15:11:02,CH,88.3
2018-01-26,2018-01-27,2018-01-21 23:47:02,IT,88.3
2017-12-15,2017-12-16,2017-12-11 15:39:01,GF,88.3
2018-01-27,2018-01-28,2018-01-27 16:47:02,CH,88.3
2018-01-19,2018-01-20,2018-01-11 14:21:02,CH,88.3
2018-01-28,2018-01-29,2018-01-27 10:44:01,IT,88.3
2018-03-25,2018-03-26,2018-03-26 07:26:23,GF,88.3
2018-03-03,2018-03-04,2018-02-05 13:11:59,DE,88.5
2018-05-05,2018-05-06,2018-02-05 13:22:00,DE,88.5
2018-01-04,2018-01-05,2017-12-29 11:29:01,GF,89
2018-11-02,2018-11-03,2018-06-08 15:10:54,DE,89
2018-02-23,2018-02-24,2018-02-21 18:06:01,DE,89
2018-03-30,2018-03-31,2018-03-30 07:49:02,CH,89.3
2018-01-21,2018-01-22,2018-01-21 17:01:01,CH,89.3
2018-01-07,2018-01-08,2017-12-23 15:06:02,DE,89.3
2017-12-27,2017-12-28,2017-12-09 22:09:02,CH,89.3
2018-02-04,2018-02-05,2018-02-01 23:08:18,CH,89.3
2017-12-23,2017-12-24,2017-12-20 09:05:02,DE,89.3
2018-03-30,2018-03-31,2018-03-30 10:22:03,DE,89.3
2018-01-13,2018-01-14,2018-01-04 06:39:02,DE,89.3
2018-02-04,2018-02-05,2018-02-02 14:39:02,CH,89.3
2017-12-16,2017-12-17,2017-12-16 12:32:37,AT,89.3
2018-01-13,2018-01-14,2018-01-04 06:39:02,DE,89.3
2018-02-11,2018-02-12,2018-02-11 18:04:23,GF,89.3
2018-02-24,2018-02-25,2018-02-22 18:12:02,DE,89.3
2018-05-13,2018-05-14,2018-05-13 15:10:02,IT,89.5
2018-02-06,2018-02-07,2018-01-11 22:05:41,DE,90
2018-02-15,2018-02-16,2018-01-11 22:09:13,DE,90
2018-01-04,2018-01-05,2017-12-29 11:29:01,GF,90.15
2018-04-13,2018-04-14,2018-04-08 14:58:01,FR,90.3
2018-04-13,2018-04-14,2018-04-12 15:28:02,CH,90.3
2018-04-14,2018-04-15,2018-04-13 12:47:02,DE,90.3
2018-05-06,2018-05-07,2018-05-06 23:14:02,CH,90.3
2017-12-17,2017-12-18,2017-12-17 13:30:01,AT,90.3
2018-03-03,2018-03-04,2018-02-25 15:47:02,CH,90.3
2018-03-18,2018-03-19,2018-03-18 18:26:02,GF,90.3
2018-03-02,2018-03-03,2018-03-01 22:22:02,MK,90.3
2018-02-04,2018-02-05,2018-02-01 09:10:02,CH,90.3
2018-04-13,2018-04-14,2018-04-13 07:23:03,CH,90.3
2018-03-03,2018-03-04,2018-02-26 23:19:02,GB,90.3
2018-03-16,2018-03-17,2018-03-15 21:46:02,CH,90.5
2018-01-03,2018-01-04,2018-01-01 10:35:01,CH,91.3
2018-01-03,2018-01-04,2018-01-03 17:15:02,DE,91.3
2018-01-02,2018-01-03,2017-12-31 10:14:02,SI,91.3
2018-04-15,2018-04-16,2018-04-14 19:20:02,MY,91.3
2018-02-03,2018-02-04,2018-02-03 21:40:34,GF,91.3
2018-03-09,2018-03-10,2018-03-09 22:45:02,US,91.3
2018-02-03,2018-02-04,2018-02-02 00:02:02,DK,91.3
2018-01-04,2018-01-05,2017-12-19 17:46:02,CH,91.3
2018-01-07,2018-01-08,2018-01-04 13:16:01,GB,91.3
2018-03-10,2018-03-11,2018-03-06 19:24:03,CH,91.3
2017-12-24,2017-12-25,2017-12-19 14:46:01,CH,91.3
2017-12-28,2017-12-29,2017-12-28 18:57:43,GF,91.3
2018-01-28,2018-01-29,2017-11-29 14:25:23,BR,91.3
2017-12-24,2017-12-25,2017-12-23 14:12:02,CH,91.3
2018-03-29,2018-03-30,2018-02-12 23:19:03,RS,91.3
2018-03-10,2018-03-11,2018-03-07 07:09:02,PL,91.3
2018-05-04,2018-05-05,2018-05-04 20:34:46,CH,91.3
2018-04-01,2018-04-02,2018-03-25 19:53:02,CH,91.3
2018-07-01,2018-07-02,2018-06-26 10:39:04,CN,91.5
2017-12-16,2017-12-17,2017-12-11 17:36:01,CH,91.5
2017-12-16,2017-12-17,2017-12-11 17:36:01,CH,91.5
2018-03-16,2018-03-17,2018-03-16 15:03:01,GF,91.7
2018-03-16,2018-03-17,2018-03-16 15:03:01,GF,91.7
2018-06-03,2018-06-04,2018-05-31 15:47:02,GF,92
2018-05-06,2018-05-07,2018-04-24 17:17:11,GB,92.3
2018-01-04,2018-01-05,2017-12-13 18:20:02,CH,92.3
2018-03-25,2018-03-26,2018-03-23 12:32:02,CH,92.3
2018-01-20,2018-01-21,2018-01-18 15:14:57,CH,92.3
2018-04-22,2018-04-23,2018-04-22 08:44:02,JP,92.3
2018-05-06,2018-05-07,2018-04-24 17:17:11,GB,92.3
2018-05-18,2018-05-19,2018-05-18 15:14:02,CH,92.3
2017-12-28,2017-12-29,2017-12-28 01:27:02,KR,92.3
2017-12-15,2017-12-16,2017-12-11 11:35:02,CH,92.3
2018-05-06,2018-05-07,2018-05-03 15:08:01,NULL,92.7
2018-01-22,2018-01-23,2018-01-15 12:00:02,CH,92.7
2019-01-10,2019-01-11,2019-01-11 00:35:02,CH,92.8
2018-05-10,2018-05-11,2018-05-10 15:23:02,DE,93
2018-06-03,2018-06-04,2018-06-02 22:25:01,AU,93.3
2018-03-18,2018-03-19,2018-03-17 09:18:01,DE,93.3
2018-04-14,2018-04-15,2018-04-13 20:47:38,CH,93.3
2018-03-02,2018-03-03,2018-03-02 13:43:03,SE,93.3
2018-01-13,2018-01-14,2018-01-01 13:08:02,GF,93.3
2018-12-26,2018-12-27,2018-12-21 18:50:02,GB,93.3
2018-03-30,2018-03-31,2018-03-27 13:12:02,CH,93.3
2018-02-11,2018-02-12,2018-02-10 23:59:02,CH,93.3
2018-12-26,2018-12-27,2018-12-26 17:11:03,GB,93.3
2018-02-09,2018-02-10,2018-02-09 13:15:03,CH,93.3
2018-03-30,2018-03-31,2018-03-30 09:28:02,CH,93.3
2018-01-19,2018-01-20,2018-01-16 22:12:02,DE,93.3
2017-12-16,2017-12-17,2017-11-29 14:40:33,CH,93.3
2018-03-11,2018-03-12,2018-03-09 19:21:08,GQ,93.4
2018-08-05,2018-08-06,2018-08-05 07:28:02,CN,93.5
2018-07-21,2018-07-22,2018-07-21 02:44:02,CN,93.5
2018-07-31,2018-08-01,2018-07-31 20:48:03,CN,93.5
2018-07-22,2018-07-23,2018-07-22 02:23:02,CN,93.5
2018-04-22,2018-04-23,2018-04-16 16:38:03,CN,93.5
2018-02-24,2018-02-25,2018-02-23 18:36:02,CH,93.65
2018-03-03,2018-03-04,2018-02-28 09:41:03,DE,93.65
2018-11-26,2018-11-27,2018-11-25 11:20:02,CH,94
2017-12-18,2017-12-19,2017-12-11 21:22:01,CH,94.3
2018-04-07,2018-04-08,2018-04-03 10:38:02,CH,94.3
2018-04-01,2018-04-02,2018-03-26 23:01:02,CH,94.3
2018-04-29,2018-04-30,2018-04-27 16:21:01,DE,94.3
2018-05-10,2018-05-11,2018-05-08 22:20:02,GB,94.3
2018-05-21,2018-05-22,2018-05-12 20:48:01,AE,94.3
2018-01-03,2018-01-04,2017-12-28 23:00:02,JO,94.3
2018-04-22,2018-04-23,2018-04-16 14:04:02,IT,94.3
2018-05-10,2018-05-11,2018-05-08 19:09:02,CH,94.3
2018-01-04,2018-01-05,2018-01-02 12:39:02,CH,94.3
2018-04-08,2018-04-09,2018-04-08 07:35:02,DE,94.3
2018-05-05,2018-05-06,2018-05-04 22:27:01,GF,94.3
2018-05-18,2018-05-19,2018-05-18 07:43:02,CH,94.3
2018-01-04,2018-01-05,2018-01-01 23:15:02,CH,94.3
2018-01-08,2018-01-09,2018-01-03 10:46:02,RU,94.3
2018-01-14,2018-01-15,2018-01-14 21:44:50,CH,94.3
2018-01-06,2018-01-07,2018-01-04 14:01:02,DE,94.3
2018-01-05,2018-01-06,2018-01-05 10:16:02,AT,94.3
2018-04-02,2018-04-03,2018-03-30 17:16:03,RU,94.3
2018-01-05,2018-01-06,2018-01-05 16:52:02,GF,94.3
2019-01-02,2019-01-03,2019-01-02 14:56:03,CH,94.4
2018-05-13,2018-05-14,2018-05-12 20:12:02,GF,94.6
2017-12-30,2017-12-31,2017-12-30 12:05:49,AT,95
2018-08-02,2018-08-03,2018-08-02 11:27:03,GF,95.3
2018-06-28,2018-06-29,2018-06-23 17:58:10,DE,95.3
2017-12-20,2017-12-21,2017-10-26 22:07:57,DE,95.3
2018-01-04,2018-01-05,2018-01-03 22:49:02,NL,95.3
2018-06-07,2018-06-08,2018-01-11 22:18:24,DE,95.3
2018-12-05,2018-12-06,2018-07-23 20:41:41,DE,95.3
2018-03-18,2018-03-19,2018-03-09 16:08:03,DE,95.3
2017-12-27,2017-12-28,2017-12-27 22:23:40,GF,95.3
2018-04-05,2018-04-06,2018-01-11 22:13:04,DE,95.3
2018-10-18,2018-10-19,2018-07-23 20:40:16,DE,95.3
2018-03-29,2018-03-30,2018-03-08 16:40:17,BE,95.3
2018-07-30,2018-07-31,2018-07-23 20:36:05,DE,95.3
2018-01-18,2018-01-19,2017-10-26 22:09:55,DE,95.3
2018-02-03,2018-02-04,2018-01-16 13:07:02,PL,95.3
2018-06-14,2018-06-15,2018-01-11 22:18:53,DE,95.3
2018-12-13,2018-12-14,2018-07-23 20:41:54,DE,95.3
2018-04-19,2018-04-20,2018-01-11 22:15:25,DE,95.3
2018-10-25,2018-10-26,2018-07-23 20:40:28,DE,95.3
2018-03-04,2018-03-05,2018-03-04 11:05:02,CH,95.3
2018-08-23,2018-08-24,2018-07-23 20:37:14,DE,95.3
2018-04-08,2018-04-09,2018-02-25 12:38:02,DE,95.3
2018-03-29,2018-03-30,2018-03-02 03:20:03,KR,95.3
2018-11-06,2018-11-07,2018-10-30 23:11:47,CH,95.3
2018-06-20,2018-06-21,2018-01-11 22:19:16,DE,95.3
2017-12-27,2017-12-28,2017-12-27 23:01:29,GF,95.3
2018-05-03,2018-05-04,2018-01-11 22:15:58,DE,95.3
2018-11-05,2018-11-06,2018-07-23 20:40:43,DE,95.3
2018-04-27,2018-04-28,2018-01-05 18:40:02,DE,95.3
2018-02-21,2018-02-22,2018-01-11 22:09:38,DE,95.3
2018-09-06,2018-09-07,2018-07-23 20:37:34,DE,95.3
2018-01-11,2018-01-12,2018-01-10 09:39:27,DE,95.3
2018-03-08,2018-03-09,2018-02-19 11:35:13,DE,95.3
2019-01-03,2019-01-04,2018-12-19 21:18:42,DE,95.3
2018-05-17,2018-05-18,2018-01-11 22:16:13,DE,95.3
2018-11-15,2018-11-16,2018-07-23 20:40:58,DE,95.3
2017-12-22,2017-12-23,2017-11-29 14:38:57,DE,95.3
2018-03-15,2018-03-16,2018-01-11 22:11:52,DE,95.3
2018-03-18,2018-03-19,2018-02-19 15:37:03,CH,95.3
2018-05-31,2018-06-01,2018-01-11 22:16:37,DE,95.3
2018-11-22,2018-11-23,2018-07-23 20:41:09,DE,95.3
2018-09-27,2018-09-28,2018-07-23 20:39:49,DE,95.3
2018-01-28,2018-01-29,2018-01-27 12:33:02,CH,95.5
2017-12-15,2017-12-16,2017-12-09 10:50:02,CH,95.55
2018-05-06,2018-05-07,2018-05-04 13:16:03,NL,95.8
2018-08-10,2018-08-11,2018-04-15 18:36:20,CH,96
2018-05-27,2018-05-28,2018-05-27 18:34:01,CH,96.3
2018-05-27,2018-05-28,2018-05-28 00:34:02,CH,96.3
2018-01-27,2018-01-28,2017-12-10 21:46:02,CH,96.3
2018-05-10,2018-05-11,2018-05-10 22:27:01,GF,96.3
2018-01-12,2018-01-13,2018-01-12 07:22:02,CH,96.3
2018-03-15,2018-03-16,2018-03-16 00:46:21,GF,96.3
2018-05-27,2018-05-28,2018-05-18 11:10:02,RU,96.3
2018-05-04,2018-05-05,2018-05-04 20:30:04,CH,96.3
2018-04-22,2018-04-23,2018-04-22 09:38:02,RU,96.3
2018-01-27,2018-01-28,2017-12-14 05:40:02,BR,96.3
2018-01-20,2018-01-21,2018-01-18 20:50:02,CH,96.3
2018-04-13,2018-04-14,2018-04-13 18:29:02,DE,96.4
2018-05-13,2018-05-14,2018-05-09 19:50:02,KR,96.8
2019-01-07,2019-01-08,2019-01-07 22:29:03,CN,97.1
2018-01-26,2018-01-27,2018-01-21 21:40:02,CH,97.3
2018-03-03,2018-03-04,2018-03-04 07:55:40,GF,97.3
2018-02-12,2018-02-13,2018-02-05 19:56:02,CH,97.3
2018-07-15,2018-07-16,2018-05-02 00:00:02,BR,97.3
2018-02-05,2018-02-06,2018-01-17 21:24:03,CH,97.3
2018-02-18,2018-02-19,2018-02-11 11:59:02,CH,97.3
2018-01-08,2018-01-09,2017-12-12 22:54:02,CH,97.3
2018-04-21,2018-04-22,2018-04-18 18:27:01,GF,97.3
2017-12-25,2017-12-26,2017-12-07 08:56:02,KR,97.3
2018-02-05,2018-02-06,2018-02-05 09:17:02,CH,97.3
2018-01-27,2018-01-28,2018-01-22 09:34:02,UA,97.3
2018-04-14,2018-04-15,2018-04-07 12:09:07,CH,97.4
2018-06-16,2018-06-17,2018-06-14 10:46:01,CH,97.4
2018-05-21,2018-05-22,2018-05-21 09:52:01,HK,98
2018-03-23,2018-03-24,2018-03-23 14:47:02,AT,98
2018-06-03,2018-06-04,2018-06-03 15:52:15,GF,98.3
2018-09-16,2018-09-17,2018-09-10 13:47:02,DE,98.3
2017-12-16,2017-12-17,2017-12-12 11:29:02,CH,98.3
2018-04-14,2018-04-15,2018-04-14 17:22:02,GB,98.3
2018-02-24,2018-02-25,2018-02-21 18:42:03,AT,98.3
2018-03-16,2018-03-17,2018-01-23 16:50:03,CH,98.3
2018-04-15,2018-04-16,2018-04-11 20:47:02,CH,98.3
2018-02-04,2018-02-05,2018-02-04 21:06:02,CH,98.3
2018-02-04,2018-02-05,2018-01-15 17:17:02,NULL,98.3
2018-09-16,2018-09-17,2018-08-23 09:15:02,RU,98.3
2018-12-09,2018-12-10,2018-12-07 20:26:02,GF,98.3
2018-02-02,2018-02-03,2018-01-05 11:01:02,KR,98.3
2018-03-24,2018-03-25,2018-03-07 18:15:03,CH,98.3
2018-07-21,2018-07-22,2018-07-21 10:47:01,GF,98.3
2018-12-16,2018-12-17,2018-12-16 16:34:18,CH,98.3
2018-03-18,2018-03-19,2018-03-17 12:56:02,CH,98.3
2018-07-28,2018-07-29,2018-05-28 14:43:01,CH,98.3
2018-02-04,2018-02-05,2018-01-15 13:12:02,CH,98.3
2018-09-28,2018-09-29,2018-09-25 14:50:03,DE,98.3
2018-05-01,2018-05-02,2018-04-30 12:31:03,GF,98.4
2018-04-07,2018-04-08,2018-03-13 11:37:02,JP,99.3
2018-01-05,2018-01-06,2017-12-23 10:27:03,CH,99.3
2018-05-13,2018-05-14,2018-05-13 20:08:02,CH,99.3
2018-05-13,2018-05-14,2018-05-13 18:37:02,CH,99.3
2018-01-03,2018-01-04,2018-01-01 19:19:02,CH,99.3
2018-01-03,2018-01-04,2018-01-03 08:04:01,CH,99.3
2018-04-13,2018-04-14,2018-04-03 11:23:02,CH,99.3
2018-05-13,2018-05-14,2018-05-09 09:28:02,CH,99.3
2018-01-02,2018-01-03,2017-12-17 12:45:02,JP,99.3
2018-05-18,2018-05-19,2018-05-04 22:18:03,CH,99.3
2018-04-02,2018-04-03,2018-03-23 15:05:02,DK,99.3
2018-05-13,2018-05-14,2018-05-13 09:37:02,CH,99.3
2018-04-28,2018-04-29,2018-04-26 14:35:02,GF,99.3
2018-01-06,2018-01-07,2017-12-17 23:34:02,DK,99.3
2018-05-20,2018-05-21,2018-05-16 04:33:02,US,99.3
2018-01-02,2018-01-03,2017-12-27 12:29:03,JP,99.3
2017-12-16,2017-12-17,2017-12-14 22:59:02,CH,99.3
2018-01-02,2018-01-03,2017-12-17 12:45:02,JP,99.3
2018-10-13,2018-10-14,2018-10-01 15:41:02,DE,99.3
2018-05-21,2018-05-22,2018-05-21 09:09:13,US,99.3
2017-12-23,2017-12-24,2017-11-29 14:42:34,CH,99.35
2018-04-20,2018-04-21,2017-11-29 14:42:35,DE,99.35
2018-04-21,2018-04-22,2018-04-21 20:04:10,GF,100
2017-12-24,2017-12-25,2017-12-23 15:24:01,NULL,100
2018-03-14,2018-03-15,2018-03-09 11:00:10,GF,100
2018-07-08,2018-07-09,2018-05-10 17:38:03,GB,100.3
2018-03-11,2018-03-12,2018-03-11 17:46:02,CH,100.3
2018-07-19,2018-07-20,2018-07-20 01:42:31,AT,100.3
2017-12-22,2017-12-23,2017-12-21 17:17:02,CH,100.3
2018-05-11,2018-05-12,2018-04-27 04:36:02,AU,100.3
2017-12-21,2017-12-22,2017-12-20 12:32:01,AT,100.3
2018-04-20,2018-04-21,2018-04-17 15:19:02,CH,100.3
2018-05-04,2018-05-05,2018-05-04 14:33:43,GF,100.3
2019-01-10,2019-01-11,2019-01-03 20:32:35,DE,100.3
2018-03-02,2018-03-03,2017-11-09 21:30:15,CH,100.3
2018-02-25,2018-02-26,2018-02-23 17:41:02,CH,100.3
2018-04-20,2018-04-21,2018-04-17 16:32:02,CH,100.3
2017-12-17,2017-12-18,2017-12-04 10:07:02,FR,100.3
2018-07-08,2018-07-09,2018-05-10 17:38:03,GB,100.3
2018-09-29,2018-09-30,2018-09-25 21:16:02,CN,100.5
2017-12-31,2018-01-01,2017-12-28 15:56:03,US,100.5
2018-03-28,2018-03-29,2018-03-25 21:59:02,CN,100.7
2018-04-09,2018-04-10,2018-04-08 17:33:03,GF,101.25
2017-12-28,2017-12-29,2017-12-05 16:38:02,CH,101.3
2018-05-07,2018-05-08,2018-05-03 06:07:02,CH,101.3
2018-01-06,2018-01-07,2017-12-23 15:33:01,CH,101.3
2018-01-26,2018-01-27,2017-12-16 20:57:01,NULL,101.3
2018-01-06,2018-01-07,2017-12-23 15:33:01,CH,101.3
2018-12-29,2018-12-30,2018-12-27 13:50:02,RO,101.3
2018-12-18,2018-12-19,2018-12-18 21:15:02,CH,101.3
2018-09-23,2018-09-24,2018-09-23 22:36:04,CH,101.3
2017-12-21,2017-12-22,2017-12-21 22:29:44,CH,101.3
2018-06-03,2018-06-04,2018-05-28 16:49:02,GR,101.3
2018-02-09,2018-02-10,2018-02-07 11:43:02,VN,101.3
2018-04-15,2018-04-16,2018-04-02 15:59:02,CA,101.3
2018-12-19,2018-12-20,2018-12-13 11:30:02,CH,101.3
2018-01-17,2018-01-18,2018-01-14 18:11:02,DE,101.3
2018-03-31,2018-04-01,2018-03-14 23:40:02,ES,101.3
2018-08-31,2018-09-01,2018-08-29 21:12:00,CH,101.3
2018-12-08,2018-12-09,2018-12-06 20:31:01,CH,101.3
2018-05-07,2018-05-08,2018-05-03 06:07:02,CH,101.3
2018-01-06,2018-01-07,2017-12-23 15:33:01,CH,101.3
2018-08-05,2018-08-06,2018-08-03 12:01:03,DE,101.3
2018-12-19,2018-12-20,2018-12-19 08:42:07,CH,101.3
2018-12-22,2018-12-23,2018-12-21 08:10:02,CH,101.3
2018-12-17,2018-12-18,2018-12-11 09:32:02,DE,101.4
2018-09-23,2018-09-24,2018-09-24 07:30:30,CH,102
2018-02-12,2018-02-13,2018-01-25 11:11:02,DE,102
2019-01-06,2019-01-08,2018-12-27 16:49:02,GB,102
2018-04-13,2018-04-14,2018-04-05 16:38:02,CH,102.3
2017-12-26,2017-12-27,2017-11-29 14:40:33,FR,102.3
2018-08-01,2018-08-02,2018-08-02 00:38:14,CH,102.3
2018-03-03,2018-03-04,2018-03-01 08:12:02,CH,102.3
2018-03-09,2018-03-10,2018-02-28 14:47:02,NULL,102.3
2018-05-10,2018-05-11,2018-05-10 15:41:02,CH,102.3
2018-02-08,2018-02-09,2018-02-07 07:49:01,GF,102.3
2018-11-30,2018-12-01,2018-01-17 16:45:03,CH,102.3
2017-12-15,2017-12-16,2017-11-29 14:40:33,AT,102.3
2018-03-03,2018-03-04,2018-03-02 20:19:02,CH,102.3
2018-03-03,2018-03-04,2018-02-20 13:11:02,AT,102.3
2018-06-10,2018-06-11,2018-06-05 15:01:01,GB,102.3
2018-02-05,2018-02-06,2018-01-29 14:23:02,CH,102.3
2018-02-22,2018-02-23,2018-02-22 16:14:02,IN,102.3
2018-03-17,2018-03-18,2018-03-07 14:48:03,CH,102.3
2017-12-30,2017-12-31,2017-12-11 15:39:01,GF,102.3
2018-05-10,2018-05-11,2018-05-05 12:46:02,CH,102.3
2018-05-01,2018-05-02,2018-04-27 13:11:01,GF,102.3
2018-07-14,2018-07-15,2018-03-12 12:35:01,CH,102.3
2018-09-02,2018-09-03,2018-08-30 13:11:01,DE,102.5
2018-09-02,2018-09-03,2018-08-30 13:11:01,DE,102.5
2018-03-23,2018-03-24,2018-03-23 11:11:01,DE,102.5
2018-06-16,2018-06-17,2018-06-15 20:18:01,CN,102.5
2018-08-26,2018-08-27,2018-08-23 22:31:01,DE,102.5
2018-05-05,2018-05-06,2018-04-15 18:29:49,CH,103
2018-04-21,2018-04-22,2018-04-11 22:18:02,GF,103.15
2018-04-21,2018-04-22,2018-04-14 22:13:37,CH,103.2
2018-10-25,2018-10-26,2018-09-28 11:56:46,CH,103.2
2018-12-17,2018-12-18,2018-10-16 12:03:57,CH,103.2
2018-08-09,2018-08-10,2018-03-02 14:17:40,CH,103.2
